OID,pointid,grid_code,D20190125,D20200131,LAT,LONG
-1,204323,0.9918570,0.000000000000000,0.991857200000000,4317191.289140000008047,569108.951453999965452
-1,204324,0.9656400,0.000000000000000,0.965639900000000,4317191.289140000008047,569158.951453999965452
-1,204325,0.9697170,0.000000000000000,0.969716900000000,4317191.289140000008047,569208.951453999965452
-1,204326,0.7606960,0.000000000000000,0.760695900000000,4317191.289140000008047,569258.951453999965452
-1,204327,0.0611654,0.000000000000000,0.061165380000000,4317191.289140000008047,569308.951453999965452
-1,204328,-0.6879930,0.000000000000000,-0.687992600000000,4317191.289140000008047,569358.951453999965452
-1,204329,-1.0697100,0.000000000000000,-1.069709000000000,4317191.289140000008047,569408.951453999965452
-1,204330,-1.9527299,0.000000000000000,-1.952734000000000,4317191.289140000008047,569458.951453999965452
-1,204331,-2.0026500,0.000000000000000,-2.002651000000000,4317191.289140000008047,569508.951453999965452
-1,204332,-2.2788701,0.000000000000000,-2.278869000000000,4317191.289140000008047,569558.951453999965452
-1,204333,-2.0257699,0.000000000000000,-2.025773000000000,4317191.289140000008047,569608.951453999965452
-1,204334,-2.1195300,0.000000000000000,-2.119529000000000,4317191.289140000008047,569658.951453999965452
-1,204335,-1.3649000,0.000000000000000,-1.364896000000000,4317191.289140000008047,569708.951453999965452
-1,204336,-2.0256901,0.000000000000000,-2.025686000000000,4317191.289140000008047,569758.951453999965452
-1,204338,-0.9878040,0.000000000000000,-0.987803900000000,4317191.289140000008047,569858.951453999965452
-1,204339,-0.6938660,0.000000000000000,-0.693866100000000,4317191.289140000008047,569908.951453999965452
-1,204340,-1.0356400,0.000000000000000,-1.035638000000000,4317191.289140000008047,569958.951453999965452
-1,204341,-1.2575800,0.000000000000000,-1.257582000000000,4317191.289140000008047,570008.951453999965452
-1,204342,-0.7791530,0.000000000000000,-0.779152600000000,4317191.289140000008047,570058.951453999965452
-1,204343,-1.0639000,0.000000000000000,-1.063900000000000,4317191.289140000008047,570108.951453999965452
-1,204344,-1.9157900,0.000000000000000,-1.915787000000000,4317191.289140000008047,570158.951453999965452
-1,204345,-1.5302401,0.000000000000000,-1.530238000000000,4317191.289140000008047,570208.951453999965452
-1,204346,-0.8494660,0.000000000000000,-0.849466400000000,4317191.289140000008047,570258.951453999965452
-1,204347,-0.9062750,0.000000000000000,-0.906275200000000,4317191.289140000008047,570308.951453999965452
-1,204348,-0.8011750,0.000000000000000,-0.801174500000000,4317191.289140000008047,570358.951453999965452
-1,204349,0.8197760,0.000000000000000,0.819775500000000,4317191.289140000008047,570408.951453999965452
-1,204350,0.8090290,0.000000000000000,0.809028800000000,4317191.289140000008047,570458.951453999965452
-1,204351,1.3142700,0.000000000000000,1.314270000000000,4317191.289140000008047,570508.951453999965452
-1,204354,0.6858010,0.000000000000000,0.685800800000000,4317191.289140000008047,570658.951453999965452
-1,204355,0.9642600,0.000000000000000,0.964260200000000,4317191.289140000008047,570708.951453999965452
-1,204356,0.9619590,0.000000000000000,0.961959400000000,4317191.289140000008047,570758.951453999965452
-1,204357,1.0185500,0.000000000000000,1.018547000000000,4317191.289140000008047,570808.951453999965452
-1,204359,0.0708455,0.000000000000000,0.070845510000000,4317191.289140000008047,570908.951453999965452
-1,204360,0.0379178,0.000000000000000,0.037917820000000,4317191.289140000008047,570958.951453999965452
-1,204364,0.6631430,0.000000000000000,0.663143300000000,4317191.289140000008047,571158.951453999965452
-1,204365,0.7145700,0.000000000000000,0.714570000000000,4317191.289140000008047,571208.951453999965452
-1,204366,1.2958601,0.000000000000000,1.295859000000000,4317191.289140000008047,571258.951453999965452
-1,204368,2.1175599,0.000000000000000,2.117562000000000,4317191.289140000008047,571358.951453999965452
-1,204370,2.2202201,0.000000000000000,2.220219000000000,4317191.289140000008047,571458.951453999965452
-1,204372,0.9143010,0.000000000000000,0.914301400000000,4317191.289140000008047,571558.951453999965452
-1,204375,-1.8377100,0.000000000000000,-1.837711000000000,4317191.289140000008047,571708.951453999965452
-1,204376,-1.4007300,0.000000000000000,-1.400731000000000,4317191.289140000008047,571758.951453999965452
-1,204377,-1.1763700,0.000000000000000,-1.176371000000000,4317191.289140000008047,571808.951453999965452
-1,204378,-0.8152130,0.000000000000000,-0.815212800000000,4317191.289140000008047,571858.951453999965452
-1,204379,-0.3553040,0.000000000000000,-0.355304100000000,4317191.289140000008047,571908.951453999965452
-1,204382,0.3646320,0.000000000000000,0.364631700000000,4317191.289140000008047,572058.951453999965452
-1,204383,0.2721630,0.000000000000000,0.272163000000000,4317191.289140000008047,572108.951453999965452
-1,204385,-0.3380400,0.000000000000000,-0.338039500000000,4317191.289140000008047,572208.951453999965452
-1,204386,-0.6241010,0.000000000000000,-0.624101000000000,4317191.289140000008047,572258.951453999965452
-1,204388,-0.0986332,0.000000000000000,-0.098633230000000,4317191.289140000008047,572358.951453999965452
-1,204389,0.9071630,0.000000000000000,0.907163300000000,4317191.289140000008047,572408.951453999965452
-1,204391,0.7996810,0.000000000000000,0.799681200000000,4317191.289140000008047,572508.951453999965452
-1,204392,0.7526530,0.000000000000000,0.752653200000000,4317191.289140000008047,572558.951453999965452
-1,204393,1.3502600,0.000000000000000,1.350256000000000,4317191.289140000008047,572608.951453999965452
-1,204394,1.0570000,0.000000000000000,1.057001000000000,4317191.289140000008047,572658.951453999965452
-1,204395,0.9183470,0.000000000000000,0.918347100000000,4317191.289140000008047,572708.951453999965452
-1,204396,1.9443300,0.000000000000000,1.944334000000000,4317191.289140000008047,572758.951453999965452
-1,204397,1.9228300,0.000000000000000,1.922828000000000,4317191.289140000008047,572808.951453999965452
-1,204398,1.0775400,0.000000000000000,1.077540000000000,4317191.289140000008047,572858.951453999965452
-1,204399,0.6439160,0.000000000000000,0.643915600000000,4317191.289140000008047,572908.951453999965452
-1,204401,0.0388771,0.000000000000000,0.038877080000000,4317191.289140000008047,573008.951453999965452
-1,204403,0.2706340,0.000000000000000,0.270633700000000,4317191.289140000008047,573108.951453999965452
-1,204404,0.7253700,0.000000000000000,0.725369500000000,4317191.289140000008047,573158.951453999965452
-1,204409,0.9552670,0.000000000000000,0.955266600000000,4317191.289140000008047,573408.951453999965452
-1,204411,-0.7716650,0.000000000000000,-0.771664700000000,4317191.289140000008047,573508.951453999965452
-1,204412,-0.5206270,0.000000000000000,-0.520627300000000,4317191.289140000008047,573558.951453999965452
-1,204413,-1.1792901,0.000000000000000,-1.179290000000000,4317191.289140000008047,573608.951453999965452
-1,204414,-1.3802100,0.000000000000000,-1.380209000000000,4317191.289140000008047,573658.951453999965452
-1,204415,-0.9226270,0.000000000000000,-0.922626900000000,4317191.289140000008047,573708.951453999965452
-1,204416,-0.5972360,0.000000000000000,-0.597236000000000,4317191.289140000008047,573758.951453999965452
-1,204417,-0.7988080,0.000000000000000,-0.798807700000000,4317191.289140000008047,573808.951453999965452
-1,204418,-0.7596970,0.000000000000000,-0.759697300000000,4317191.289140000008047,573858.951453999965452
-1,204419,-0.3126340,0.000000000000000,-0.312633600000000,4317191.289140000008047,573908.951453999965452
-1,204420,-0.9757400,0.000000000000000,-0.975740000000000,4317191.289140000008047,573958.951453999965452
-1,204424,-0.3530240,0.000000000000000,-0.353024100000000,4317191.289140000008047,574158.951453999965452
-1,204425,-0.9828040,0.000000000000000,-0.982804000000000,4317191.289140000008047,574208.951453999965452
-1,204426,-0.7028630,0.000000000000000,-0.702863100000000,4317191.289140000008047,574258.951453999965452
-1,204431,-0.3402950,0.000000000000000,-0.340295500000000,4317191.289140000008047,574508.951453999965452
-1,204432,-1.2783000,0.000000000000000,-1.278305000000000,4317191.289140000008047,574558.951453999965452
-1,204434,-0.3248360,0.000000000000000,-0.324836300000000,4317191.289140000008047,574658.951453999965452
-1,204435,1.0446000,0.000000000000000,1.044597000000000,4317191.289140000008047,574708.951453999965452
-1,204437,1.1454400,0.000000000000000,1.145436000000000,4317191.289140000008047,574808.951453999965452
-1,204439,-1.0395100,0.000000000000000,-1.039513000000000,4317191.289140000008047,574908.951453999965452
-1,204440,-1.3010100,0.000000000000000,-1.301007000000000,4317191.289140000008047,574958.951453999965452
-1,204441,-0.5119480,0.000000000000000,-0.511947900000000,4317191.289140000008047,575008.951453999965452
-1,204442,-0.7883270,0.000000000000000,-0.788327200000000,4317191.289140000008047,575058.951453999965452
-1,204444,2.3675799,0.000000000000000,2.367584000000000,4317191.289140000008047,575158.951453999965452
